"","wijk_id","wijk_district_and_neighborhood","wijk_municipality","wijk_type_region","wijk_code","wijk_change_in_layout","wijk_number_of_inhabitants","wijk_n_Sixty_Five_Years_Or_Older","wijk_WesternTotal","wijk_Non_Western_Total","wijk_Morocco","wijk_Turkey","wijk_Population_Density","wijk_Average_Home_Value","wijk_Average_Income_Per_Income_Recipient","wijk_Average_Income_Per_Inhabitant","wijk_40_Lowest_Income_People","wijk_20_Persons_With_Highest_Income","wijk_40_Lowest_Income_Households","wijk_20_House_holds_With_Highest_Income","wijk_low_income_households","wijk_House_hold_Under_Or_Around_Social_Minimum","wijk_code_six_digits"
"8646",8645,"WK162125","Lansingerland","Wijk","WK162125","1",5015,585,355,425,90,20,"6929","262","39.3","29.3","33.8","32","19.2","39.7","3.6","3.1","162125"
"8651",8650,"WK162126","Lansingerland","Wijk","WK162126","1",2140,120,160,175,15,20,"3189","333","50.7","33.9","20.2","45.2","6.8","56.9","1","0.7","162126"
"8656",8655,"WK162127","Lansingerland","Wijk","WK162127","1",4355,225,345,465,60,35,"5263","333","53.2","34.9","22","46.9","13.4","56.1","2.6","2.1","162127"
"8661",8660,"WK162128","Lansingerland","Wijk","WK162128","1",1165,200,75,55,5,0,"238","313","42.1","34.2","33.7","32.6","18.1","40.2","2.2","3.4","162128"
"8668",8667,"WK162131","Lansingerland","Wijk","WK162131","1",4240,1025,330,325,65,10,"3086","265","35.8","27.7","38.4","25.6","30.7","28.3","4.7","5.1","162131"
"8674",8673,"WK162132","Lansingerland","Wijk","WK162132","1",6520,900,495,655,195,45,"5420","249","40.3","30.9","35","27.9","21.1","34.6","4.2","3.5","162132"
"8681",8680,"WK162133","Lansingerland","Wijk","WK162133","1",1155,175,55,30,5,0,"62","357","43.6","36.1","39.3","27.7","18.3","47.9","5.2","4.4","162133"
"8688",8687,"WK041703","Laren","Wijk","WK041703","2",11085,3415,1535,565,30,30,"893","559","56.3","43.8","35.4","33.8","28.1","38.9","6.3","6.1","041703"
"8700",8699,"WK002200","Leek","Wijk","WK002200","1",10815,2575,650,480,15,55,"1790","177","29.2","23","42.5","16","39.4","17","5.8","5.9","002200"
"8707",8706,"WK002201","Leek","Wijk","WK002201","1",2790,505,70,25,0,0,"125","238","30.1","24.1","42.1","17.6","28.7","22.3","3.8","3.5","002201"
"8715",8714,"WK002202","Leek","Wijk","WK002202","1",4520,830,235,160,5,5,"359","175","29.7","23.8","41.6","17.6","34.8","18.7","7.2","6.2","002202"
"8719",8718,"WK002204","Leek","Wijk","WK002204","1",385,90,25,0,0,0,"44","305","33.6","28.1","40.1","21.4","22.8","26.9","3.6","3.6","002204"
"8723",8722,"WK002205","Leek","Wijk","WK002205","1",160,35,10,0,0,0,"26","289","30.4","27","43.3","15.6",".",".",".",".","002205"
"8726",8725,"WK002206","Leek","Wijk","WK002206","1",650,100,45,5,0,0,"159","196","30.1","23.9","41","20","33.5","22.4","4.9","3.4","002206"
"8729",8728,"WK002207","Leek","Wijk","WK002207","1",315,35,10,5,0,0,"97","175","28.8","22.4","34.5","16.4","28.1","15.6","2.4","0.8","002207"
"8733",8732,"WK054500","Leerdam","Wijk","WK054500","1",20905,4055,1670,3020,365,1815,"619","209","29.7","23.3","41.5","18.1","37.6","19.8","6.6","5.8","054500"
"8742",8741,"WK008010","Leeuwarden","Wijk","WK008010","1",5240,510,650,650,35,25,"6000","109","23.5","21.9","57.1","10.9","76","5.2","23.3","17.3","008010"
"8751",8750,"WK008020","Leeuwarden","Wijk","WK008020","1",3195,570,330,270,5,5,"3941","150","34.9","27.6","40.6","26.3","46.7","22.3","10.2","9","008020"
"8755",8754,"WK008021","Leeuwarden","Wijk","WK008021","1",6855,1595,680,1900,275,65,"2898","108","21.2","17.3","58.9","6.7","70.9","4.4","21.8","20.5","008021"
"8759",8758,"WK008022","Leeuwarden","Wijk","WK008022","1",3420,710,305,950,135,40,"6258","104","20.6","16.4","60.6","6","70.4","4.6","22","19.6","008022"
"8762",8761,"WK008023","Leeuwarden","Wijk","WK008023","1",685,140,35,15,0,0,"125","188","29.9","24.4","38.4","17.8","33","18","5.7","3.7","008023"
"8766",8765,"WK008024","Leeuwarden","Wijk","WK008024","1",485,20,30,20,0,0,"454","368","48.2","34.7","21","41.1","6.5","51.8","1.8","1.8","008024"
"8768",8767,"WK008030","Leeuwarden","Wijk","WK008030","1",3280,420,325,330,50,10,"8642","88","21.3","18","56.3","6.1","74","3.1","21.4","16.6","008030"
"8771",8770,"WK008031","Leeuwarden","Wijk","WK008031","1",4330,725,380,365,30,35,"6891","110","24.4","19.8","47.8","9.9","55.8","6.6","12.6","10.4","008031"
"8775",8774,"WK008032","Leeuwarden","Wijk","WK008032","1",4865,535,530,470,30,35,"9517","101","22.6","19.6","56.3","9","72.7","4.3","18.9","14.4","008032"
"8780",8779,"WK008033","Leeuwarden","Wijk","WK008033","1",1775,240,175,165,15,0,"7771","134","26.7","23.9","49.8","16.5","59.9","10.4","10.6","6.6","008033"
"8783",8782,"WK008034","Leeuwarden","Wijk","WK008034","1",1805,130,125,630,95,15,"3125","71","18.1","14.3","68.7","1.9","85.2","0.8","40.7","28.9","008034"
"8785",8784,"WK008035","Leeuwarden","Wijk","WK008035","1",1795,215,195,375,40,5,"1902","82","20.2","17.1","58.3","3.8","74.3","2.1","25.8","18.7","008035"
"8788",8787,"WK008036","Leeuwarden","Wijk","WK008036","1",10685,1870,780,755,70,50,"4624","154","29.4","23.5","39.1","17.6","35.8","15.7","7.5","6.2","008036"
"8792",8791,"WK008037","Leeuwarden","Wijk","WK008037","1",120,25,0,0,0,0,"24",".","34.6","31.1","35.8","23.6",".",".",".",".","008037"
"8795",8794,"WK008038","Leeuwarden","Wijk","WK008038","1",90,15,5,5,0,0,"41",".",".",".",".",".",".",".",".",".","008038"
"8797",8796,"WK008040","Leeuwarden","Wijk","WK008040","1",2440,295,240,215,25,5,"5845","100","22.9","18.7","49.6","8.4","62","4.1","16.1","12.9","008040"
"8799",8798,"WK008041","Leeuwarden","Wijk","WK008041","1",945,190,60,260,15,30,"1599","76","18.2","15","64.9","1.5","82.7","0.4","33.5","24.1","008041"
"8801",8800,"WK008042","Leeuwarden","Wijk","WK008042","1",780,65,70,140,20,5,"1558","85","18.6","14.4","65.5","2.9","71.4","3.8","26.7","18.1","008042"
"8803",8802,"WK008043","Leeuwarden","Wijk","WK008043","1",2620,625,215,125,10,20,"2664","149","28","22.7","41.1","16.5","45.9","11.3","6.8","5.5","008043"
"8808",8807,"WK008044","Leeuwarden","Wijk","WK008044","1",6660,940,460,425,25,25,"7014","115","25.8","21.4","43.5","11.7","54","7.1","11.7","9.4","008044"
"8813",8812,"WK008045","Leeuwarden","Wijk","WK008045","1",6725,1860,525,455,20,25,"5112","138","27.9","23.2","41.2","15","43.3","11.4","5.7","5.6","008045"
"8817",8816,"WK008046","Leeuwarden","Wijk","WK008046","1",3775,905,290,330,20,15,"3694","104","24.2","21.1","48.1","7.9","65.9","4","14","11.5","008046"
"8819",8818,"WK008050","Leeuwarden","Wijk","WK008050","1",5945,535,340,340,30,15,"1442","277","42.1","29.9","27.9","36.2","10.1","44.1","2.1","1.9","008050"
"8823",8822,"WK008051","Leeuwarden","Wijk","WK008051","1",1260,220,55,25,0,0,"105","187","29.4","22.7","41.5","18.1","32.5","21","7","5.3","008051"
"8827",8826,"WK008052","Leeuwarden","Wijk","WK008052","1",570,100,25,0,0,0,"75","171","30.3","24.5","36.4","19.1","35.9","20.2","5.4","8.5","008052"
"8830",8829,"WK008053","Leeuwarden","Wijk","WK008053","1",2945,580,160,65,5,0,"608","241","36.1","28.6","32.6","27","16.5","31.3","2.2","2","008053"
"8833",8832,"WK008054","Leeuwarden","Wijk","WK008054","1",1385,10,65,70,0,0,"1538","234","39.2","24.2","17.6","32.2","8.7","36.2","2.5","2.3","008054"
"8835",8834,"WK008056","Leeuwarden","Wijk","WK008056","1",40,0,0,0,0,0,"145",".",".",".",".",".",".",".",".",".","008056"
"8837",8836,"WK008058","Leeuwarden","Wijk","WK008058","1",0,0,0,0,0,0,".",".",".",".",".",".",".",".",".",".","008058"
"8839",8838,"WK008060","Leeuwarden","Wijk","WK008060","1",65,5,10,0,0,0,"11",".",".",".",".",".",".",".",".",".","008060"
"8848",8847,"WK008061","Leeuwarden","Wijk","WK008061","1",4285,710,265,160,10,10,"4854","157","32","25.5","35.6","22","38.4","17.8","4.8","3.4","008061"
"8852",8851,"WK008062","Leeuwarden","Wijk","WK008062","1",3285,555,215,170,5,10,"8605","135","30.5","24.8","39.6","17.8","47.7","11.9","8.9","7.4","008062"
"8855",8854,"WK008063","Leeuwarden","Wijk","WK008063","1",1395,125,105,190,10,10,"2951","89","20.7","17.5","56.5","3.8","76.8","1.7","25.2","17.4","008063"
"8858",8857,"WK008064","Leeuwarden","Wijk","WK008064","1",3865,965,270,200,5,5,"4473","140","27.6","22.6","40.3","14.5","37.2","13","5.5","4.9","008064"
"8860",8859,"WK008065","Leeuwarden","Wijk","WK008065","1",35,0,0,0,0,0,"5",".",".",".",".",".",".",".",".",".","008065"
"8862",8861,"WK008069","Leeuwarden","Wijk","WK008069","1",5,0,0,0,0,0,".",".",".",".",".",".",".",".",".",".","008069"
"8864",8863,"WK008070","Leeuwarden","Wijk","WK008070","1",2645,500,105,55,0,0,"83","172","28.5","22.4","40.7","16","38.4","18.6","7","6.1","008070"
"8870",8869,"WK008071","Leeuwarden","Wijk","WK008071","1",1320,215,50,20,0,0,"96","188","29.5","22.8","36.9","16.9","32.7","21.3","5.6","4.9","008071"
"8876",8875,"WK008072","Leeuwarden","Wijk","WK008072","1",5655,1275,210,175,5,5,"266","197","31.5","25.7","40.2","18.7","40.4","19.1","7.6","6","008072"
"8879",8878,"WK008073","Leeuwarden","Wijk","WK008073","1",1360,215,60,25,0,0,"155","175","30","23.2","38.8","16.8","33.7","20.7","6.7","5.1","008073"
"8883",8882,"WK008100","Leeuwarderadeel","Wijk","WK008100","1",8380,1875,345,335,15,10,"323","171","28.8","23.2","40.3","17","31.7","18.8","4.7","4.3","008100"
"8891",8890,"WK008101","Leeuwarderadeel","Wijk","WK008101","1",1725,355,80,35,0,5,"116","166","27.6","23","43.2","14","31","17","6.5","5.8","008101"
"8899",8898,"WK054600","Leiden","Wijk","WK054600","1",8565,645,1815,900,60,45,"12879","235","30","26.7","49.1","20.5","70.3","10.2","9.7","7.2","054600"
"8904",8903,"WK054601","Leiden","Wijk","WK054601","1",14890,1170,2985,2130,300,140,"11768","202","29.2","25.5","47.4","19.1","66.4","9.5","12.6","10","054601"
"8915",8914,"WK054602","Leiden","Wijk","WK054602","1",2005,175,530,255,30,10,"6096","207","37","31.2","33.2","31.5","49.2","14.9","7.3","6.4","054602"
"8917",8916,"WK054603","Leiden","Wijk","WK054603","1",15040,1675,1790,3685,1590,435,"8731","173","27.9","22.3","44.9","17","57.3","12.1","13.8","11.9","054603"
"8921",8920,"WK054604","Leiden","Wijk","WK054604","1",21460,3280,2910,2025,335,205,"4825","265","39.6","31.2","34.4","31.4","40.5","27.7","7.1","5.9","054604"
"8932",8931,"WK054605","Leiden","Wijk","WK054605","1",20135,3610,2445,4185,1375,640,"3846","196","29.8","24.6","44.1","18.4","55.8","13.3","10.9","10","054605"
"8941",8940,"WK054606","Leiden","Wijk","WK054606","1",11300,2025,1375,2075,530,245,"5767","187","29.6","24.4","41.9","18.5","52.6","13.8","10.2","9.1","054606"
"8945",8944,"WK054607","Leiden","Wijk","WK054607","1",4705,590,840,740,5,25,"1861","368","41.7","33.1","41.2","31.1","55.3","24.1","6.7","6.3","054607"
"8951",8950,"WK054608","Leiden","Wijk","WK054608","1",14385,2860,1855,2840,920,370,"7374","225","36.2","27.9","35.8","26.7","31.8","26.5","6.9","6.4","054608"
"8958",8957,"WK054609","Leiden","Wijk","WK054609","1",11145,1745,890,1040,140,115,"6001","225","31.8","26","37.1","21.8","32.1","25","4.7","4.7","054609"
"8964",8963,"WK054700","Leiderdorp","Wijk","WK054700","1",15350,3675,1745,1835,235,375,"5286","226","34.9","28.2","34.1","24.9","35.4","22","5.7","5.2","054700"
"8975",8974,"WK054701","Leiderdorp","Wijk","WK054701","1",3860,645,365,265,20,65,"504","307","39.2","30.7","36.1","28.1","26.9","32.9","3.6","3.5","054701"
"8979",8978,"WK054702","Leiderdorp","Wijk","WK054702","1",7915,1555,705,920,105,180,"8100","256","36.8","29.6","34.1","26.4","27.4","31.5","3.6","3.4","054702"
"8984",8983,"WK191601","Leidschendam-Voorburg","Wijk","WK191601","1",5170,1785,875,555,35,25,"1533","290","40.7","33.4","32.5","31.3","31.5","27.4","5","5.4","191601"
"8990",8989,"WK191602","Leidschendam-Voorburg","Wijk","WK191602","1",5470,1310,640,1975,390,130,"9906","148","25.8","20.5","45.5","11.5","51.7","8","12.5","11.6","191602"
"8993",8992,"WK191603","Leidschendam-Voorburg","Wijk","WK191603","1",6820,1605,890,780,130,50,"4798","277","37.9","31.1","34.8","25.4","34.4","27.3","6.9","5.8","191603"
"8996",8995,"WK191604","Leidschendam-Voorburg","Wijk","WK191604","1",2320,440,120,70,0,5,"123","348","34.7","28","39.1","23.4","27.1","34","4.5","4","191604"
"8999",8998,"WK191605","Leidschendam-Voorburg","Wijk","WK191605","1",5755,1295,650,795,85,65,"5578","194","31.8","26","37.3","19.9","40.9","18.9","7.4","7","191605"
"9004",9003,"WK191606","Leidschendam-Voorburg","Wijk","WK191606","1",3135,630,350,1090,150,65,"7756","117","26.2","21.8","41.9","11.8","55.8","4.6","12.6","11.2","191606"
"9007",9006,"WK191607","Leidschendam-Voorburg","Wijk","WK191607","1",6970,1505,975,485,40,20,"5050","329","47.3","36","29.2","38","22.2","40.4","3","3","191607"
"9012",9011,"WK191608","Leidschendam-Voorburg","Wijk","WK191608","1",5675,1735,965,585,10,35,"5074","248","40.4","32.2","28.6","32.6","33.4","27","3.9","4.6","191608"
"9015",9014,"WK191609","Leidschendam-Voorburg","Wijk","WK191609","1",14455,3715,2200,1755,115,90,"6480","261","44.7","35.5","32.7","31.9","36.9","27.1","6.6","6.6","191609"
"9018",9017,"WK191610","Leidschendam-Voorburg","Wijk","WK191610","1",6945,1155,1040,1780,125,140,"9307","166","33","26.5","36.4","22","48.9","13.6","12.8","11.2","191610"
"9020",9019,"WK191611","Leidschendam-Voorburg","Wijk","WK191611","1",6945,750,1110,1495,150,95,"10706","179","35.1","27.8","30.3","27.1","36.2","17.7","6.5","6.1","191611"
"9022",9021,"WK191612","Leidschendam-Voorburg","Wijk","WK191612","1",4970,915,785,385,10,20,"5277","381","53.7","39.5","27.3","44.1","22.2","47.7","3.9","3.2","191612"
"9026",9025,"WK099511","Lelystad","Wijk","WK099511","1",4585,610,470,1805,495,165,"2064","138","23.3","17.4","54","9","54.1","8.9","18.4","15.8","099511"
"9034",9033,"WK099512","Lelystad","Wijk","WK099512","1",7945,1640,735,2490,635,805,"3180","140","25.5","19.8","46.2","12","43.7","11.6","11","9.6","099512"
"9041",9040,"WK099513","Lelystad","Wijk","WK099513","1",80,5,10,5,0,0,"23",".",".",".",".",".",".",".",".",".","099513"
"9044",9043,"WK099516","Lelystad","Wijk","WK099516","1",1195,425,150,175,25,10,"2197","157","28","24.2","37.7","12.8","49.9","8.1","6.4","6","099516"
"9048",9047,"WK099517","Lelystad","Wijk","WK099517","1",70,0,5,10,5,5,"12",".",".",".",".",".",".",".",".",".","099517"
"9054",9053,"WK099518","Lelystad","Wijk","WK099518","1",40,5,5,10,0,5,"18",".",".",".",".",".",".",".",".",".","099518"
"9058",9057,"WK099521","Lelystad","Wijk","WK099521","1",4025,905,385,270,5,15,"2523","196","34.9","27.7","32.2","24.7","15.7","25.4","1.3","1.3","099521"
"9064",9063,"WK099522","Lelystad","Wijk","WK099522","1",8150,1655,710,1615,255,185,"4293","142","25.4","19.5","47.5","12.5","49","9.8","11.6","11.4","099522"
"9073",9072,"WK099523","Lelystad","Wijk","WK099523","1",6960,1065,795,1200,120,95,"3873","155","28.3","21.7","42.7","16.8","40.8","15.6","11.3","9.8","099523"
"9082",9081,"WK099524","Lelystad","Wijk","WK099524","1",5820,1025,535,905,135,70,"4421","145","27.8","22.1","39.7","15","39.2","11.3","7.2","6","099524"
"9089",9088,"WK099525","Lelystad","Wijk","WK099525","1",450,110,45,25,5,10,"412","265","45.1","36.8","25.5","35.7","15","45.6","1","1","099525"
"9093",9092,"WK099527","Lelystad","Wijk","WK099527","1",890,215,90,50,5,5,"149","364","53.2","44.4","29","42.2","8","53.3","2.2","2.2","099527"
"9100",9099,"WK099531","Lelystad","Wijk","WK099531","1",4310,455,370,460,55,35,"4444","229","37.5","29.2","32.2","31.2","11.6","40.1","2.2","1.5","099531"
"9104",9103,"WK099532","Lelystad","Wijk","WK099532","1",775,95,55,40,5,0,"1671","444","61","46.7","26","48.4","6.9","68.4","1.1","1.1","099532"
"9106",9105,"WK099535","Lelystad","Wijk","WK099535","1",3480,460,410,455,50,50,"3659","151","31.3","24.9","34.8","20.5","32.8","16.9","6.6","5.1","099535"
"9110",9109,"WK099537","Lelystad","Wijk","WK099537","1",25,0,0,0,0,0,"24",".",".",".",".",".",".",".",".",".","099537"
"9113",9112,"WK099538","Lelystad","Wijk","WK099538","1",385,55,35,20,5,0,"195",".","30.6","24.8","42.5","19.2","25.9","32.9","9.2","9.2","099538"
"9116",9115,"WK099541","Lelystad","Wijk","WK099541","1",10915,1700,1175,2205,225,150,"4080","146","27.5","21.7","39.9","16.3","38.6","13.6","9.4","7.7","099541"
"9125",9124,"WK099542","Lelystad","Wijk","WK099542","1",6245,585,685,2055,165,240,"5258","121","23.5","17.9","49.9","9.5","53.9","8.2","17","14.6","099542"
"9133",9132,"WK099543","Lelystad","Wijk","WK099543","1",5595,480,525,815,115,80,"3305","278","41.6","30.6","30.3","34.9","11.1","47.2","1.7","1.4","099543"
"9138",9137,"WK099547","Lelystad","Wijk","WK099547","1",0,0,0,0,0,0,".",".",".",".",".",".",".",".",".",".","099547"
"9141",9140,"WK099551","Lelystad","Wijk","WK099551","1",1140,25,100,285,45,30,"617","164","32.3","22.1","28.3","23","24.2","15.6","5.8","3.4","099551"
"9145",9144,"WK099552","Lelystad","Wijk","WK099552","1",40,5,0,0,0,0,"26",".",".",".",".",".",".",".",".",".","099552"
"9148",9147,"WK099553","Lelystad","Wijk","WK099553","1",50,0,5,35,10,5,"25",".",".",".",".",".",".",".",".",".","099553"
"9153",9152,"WK099554","Lelystad","Wijk","WK099554","1",0,0,0,0,0,0,".",".",".",".",".",".",".",".",".",".","099554"
"9155",9154,"WK099556","Lelystad","Wijk","WK099556","1",0,0,0,0,0,0,".",".",".",".",".",".",".",".",".",".","099556"
"9157",9156,"WK099557","Lelystad","Wijk","WK099557","1",0,0,0,0,0,0,".",".",".",".",".",".",".",".",".",".","099557"
"9159",9158,"WK099558","Lelystad","Wijk","WK099558","1",125,5,10,35,5,10,"67",".",".","20.2",".",".",".",".",".",".","099558"
"9162",9161,"WK099561","Lelystad","Wijk","WK099561","1",0,0,0,0,0,0,".",".",".",".",".",".",".",".",".",".","099561"
"9165",9164,"WK099562","Lelystad","Wijk","WK099562","1",1495,195,170,310,35,5,"3935","120","27.5","22.9","40.2","13.3","56.4","8.5","16.2","10.9","099562"
"9169",9168,"WK099563","Lelystad","Wijk","WK099563","1",220,25,20,70,5,5,"485","89","20","18.2","61","1","92.4","0","30.3","19.7","099563"
"9174",9173,"WK099566","Lelystad","Wijk","WK099566","1",1475,665,165,265,30,10,"2532","125","25.1","23.1","47.7","8.6","72.7","3.2","12.5","15","099566"
"9181",9180,"WK099571","Lelystad","Wijk","WK099571","1",125,5,5,0,0,0,"6",".",".","34.2",".",".",".",".",".",".","099571"
"9185",9184,"WK099572","Lelystad","Wijk","WK099572","1",20,0,5,0,0,0,"1",".",".",".",".",".",".",".",".",".","099572"
"9187",9186,"WK099573","Lelystad","Wijk","WK099573","1",95,0,5,0,0,0,"6",".",".",".",".",".",".",".",".",".","099573"
"9189",9188,"WK099574","Lelystad","Wijk","WK099574","1",35,0,5,5,0,0,"2",".",".",".",".",".",".",".",".",".","099574"
"9193",9192,"WK099575","Lelystad","Wijk","WK099575","1",80,10,0,0,0,0,"4",".",".",".",".",".",".",".",".",".","099575"
"9196",9195,"WK099576","Lelystad","Wijk","WK099576","1",115,5,5,0,0,0,"5",".",".","28",".",".",".",".",".",".","099576"
"9198",9197,"WK099577","Lelystad","Wijk","WK099577","1",45,0,0,5,0,0,"4",".",".",".",".",".",".",".",".",".","099577"
"9201",9200,"WK099578","Lelystad","Wijk","WK099578","1",0,0,0,0,0,0,".",".",".",".",".",".",".",".",".",".","099578"
"9204",9203,"WK099579","Lelystad","Wijk","WK099579","1",5,0,0,0,0,0,".",".",".",".",".",".",".",".",".",".","099579"
"9206",9205,"WK099590","Lelystad","Wijk","WK099590","1",0,0,0,0,0,0,".",".",".",".",".",".",".",".",".",".","099590"
"9209",9208,"WK164000","Leudal","Wijk","WK164000","1",6480,1695,600,190,25,15,"236","214","30.6","25.8","40","18.2","34.3","21.1","4.8","5.5","164000"
"9212",9211,"WK164001","Leudal","Wijk","WK164001","1",770,145,70,20,0,0,"119","218","31.6","26.9","36.7","16.6","28.1","24.2","2.7","2.3","164001"
"9215",9214,"WK164002","Leudal","Wijk","WK164002","1",4205,860,255,80,5,0,"262","226","30.3","25.8","38.7","18.6","29.2","24","4.3","3.9","164002"
"9218",9217,"WK164003","Leudal","Wijk","WK164003","1",3395,730,200,70,10,0,"177","214","29","24","39.8","16.4","31.5","22.4","4.6","3.3","164003"
"9221",9220,"WK164004","Leudal","Wijk","WK164004","1",665,170,60,15,0,0,"153","207","29.6","25.3","39.5","16.4","31.1","19.2","5.7","3","164004"
"9224",9223,"WK164005","Leudal","Wijk","WK164005","1",4255,1105,475,110,10,5,"387","194","30.6","25.5","38.4","17.5","33.3","17.9","4.5","4.2","164005"
"9227",9226,"WK164006","Leudal","Wijk","WK164006","1",945,175,80,25,0,5,"232","219","30.8","25.2","38.9","18","29.9","24.3","4.4","3.4","164006"
"9230",9229,"WK164007","Leudal","Wijk","WK164007","1",3805,935,370,140,5,15,"414","204","32","26.9","36.9","19.3","25","23.5","4.1","4.2","164007"
"9233",9232,"WK164008","Leudal","Wijk","WK164008","1",2660,565,280,235,0,5,"241","220","30.4","25.1","40.5","17.8","30.6","23.4","5.1","4.5","164008"
"9236",9235,"WK164009","Leudal","Wijk","WK164009","1",1180,230,95,35,5,10,"99","239","31.2","25.5","41","18.6","27","23.9","4.3","3","164009"
"9239",9238,"WK164010","Leudal","Wijk","WK164010","1",1670,330,165,45,0,5,"218","221","31.6","26.4","36.3","20.3","24.1","27.2","3.8","3.8","164010"
"9242",9241,"WK164011","Leudal","Wijk","WK164011","1",1425,225,85,30,0,0,"130","220","30.2","24.8","40.8","19.5","24.7","28.8","2.9","2.7","164011"
"9245",9244,"WK164012","Leudal","Wijk","WK164012","1",495,85,50,10,5,0,"59","253","30.1","24.9","44.2","20.1","23.6","28.7","6.3","5.3","164012"
"9248",9247,"WK164013","Leudal","Wijk","WK164013","1",955,220,90,10,5,0,"137","227","30.9","26","42.1","20.4","30.7","26.5","2.5","3.7","164013"
"9251",9250,"WK164014","Leudal","Wijk","WK164014","1",1290,255,205,25,5,5,"304","201","29.1","24","38.7","16.1","33.8","19","4.1","3.8","164014"
